stock symbol,name,macro,sector,industry,basic_industry,total_shares
ABB,ABB INDIA LIMITED,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,211908365.0
ABBOTINDIA,ABBOTT INDIA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,Financial Services,Financial Services,Finance,Investment Company,0.0
ABDL,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,0.0
ABFRL,ADITYA BIRLA FASHION & RT,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,0.0
ABLBL,ADITYA BIRLA LIFES BRAN L,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,0.0
ABREL,ADITYA BIRLA REAL EST LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,Financial Services,Financial Services,Capital Markets,Asset Management Company,0.0
ACC,ACC LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
ACE,ACTION CONST EQUIP LTD,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,0.0
AEGISLOG,AEGIS LOGISTICS LIMITED,Energy,Oil Gas & Consumable Fuels,Gas,Trading - Gas,0.0
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,Energy,Oil Gas & Consumable Fuels,Oil,Oil Storage & Transportation,1107826216.0
ACMESOLAR,ACME SOLAR HOLDINGS LTD,Utilities,Power,Power,Power Generation,0.0
AFCONS,AFCONS INFRASTRUCTURE LTD,Industrials,Construction,Construction,Civil Construction,0.0
AFFLE,AFFLE 3I LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
AIAENG,AIA ENGINEERING LIMITED,Industrials,Capital Goods,Industrial Products,Castings & Forgings,0.0
AIIL,AUTHUM INVEST & INFRA LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
AJANTPHARM,AJANTA PHARMA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
ALKEM,ALKEM LABORATORIES LTD.,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
AMBER,AMBER ENTERPRISES (I) LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
AMBUJACEM,AMBUJA CEMENTS LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
ANANDRATHI,ANAND RATHI WEALTH LTD,Financial Services,Financial Services,Capital Markets,Financial Products Distributor,0.0
ANANTRAJ,ANANT RAJ LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
ANGELONE,ANGEL ONE LIMITED,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
ANTHEM,ANTHEM BIOSCIENCES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,0.0
ANURAS,ANUPAM RASAYAN INDIA LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
APARINDS,APAR INDUSTRIES LTD.,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
APLAPOLLO,APL APOLLO TUBES LTD,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
APOLLOTYRE,APOLLO TYRES LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,0.0
APTUS,APTUS VALUE HSG FIN I LTD,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
ARE&M,AMARA RAJA ENERGY MOB LTD,,,,,0.0
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
ASHOKLEY,ASHOK LEYLAND LTD,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,0.0
ASIANPAINT,ASIAN PAINTS LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,0.0
ASTRAL,ASTRAL LIMITED,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,0.0
ATGL,ADANI TOTAL GAS LIMITED,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,0.0
ATHERENERG,ATHER ENERGY LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,0.0
ATUL,ATUL LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
AUBANK,AU SMALL FINANCE BANK LTD,Financial Services,Financial Services,Banks,Other Bank,0.0
AUROPHARMA,AUROBINDO PHARMA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
AWL,AWL AGRI BUSINESS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,0.0
AXISBANK,AXIS BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
BAJAJ-AUTO,BAJAJ AUTO LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,0.0
BAJAJFINSV,BAJAJ FINSERV LTD.,Financial Services,Financial Services,Finance,Holding Company,0.0
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,Financial Services,Financial Services,Finance,Holding Company,0.0
BAJFINANCE,BAJAJ FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
BALKRISIND,BALKRISHNA IND. LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,0.0
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
BANDHANBNK,BANDHAN BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
BANKBARODA,BANK OF BARODA,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
BANKINDIA,BANK OF INDIA,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
BATAINDIA,BATA INDIA LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,0.0
BAYERCROP,BAYER CROPSCIENCE LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
BBTC,BOMBAY BURMAH TRADING COR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
BDL,BHARAT DYNAMICS LIMITED,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
BEL,BHARAT ELECTRONICS LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
BELRISE,BELRISE INDUSTRIES LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
BEML,BEML LIMITED,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,0.0
BERGEPAINT,BERGER PAINTS (I) LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,0.0
BHARATFORG,BHARAT FORGE LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
BHARTIARTL,BHARTI AIRTEL LIMITED,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,0.0
BHARTIHEXA,BHARTI HEXACOM LIMITED,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,0.0
BHEL,BHEL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,3482063158.0
BIKAJI,BIKAJI FOODS INTERN LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
BIOCON,BIOCON LIMITED.,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
BLS,BLS INTL SERVS LTD,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,0.0
BLUEDART,BLUE DART EXPRESS LTD,Services,Services,Transport Services,Logistics Solution Provider,23727933.0
BLUEJET,BLUE JET HEALTHCARE LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
BLUESTARCO,BLUE STAR LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
BOSCHLTD,BOSCH LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
BPCL,BHARAT PETROLEUM CORP  LT,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
BRIGADE,BRIGADE ENTER. LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
BRITANNIA,BRITANNIA INDUSTRIES LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
BSE,BSE LIMITED,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,0.0
BSOFT,BIRLASOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
CAMS,COMPUTER AGE MNGT SER LTD,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,0.0
CANBK,CANARA BANK,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
CANFINHOME,CAN FIN HOMES LTD,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
CANHLIFE,CANARA HSBC LIFE INS CO L,Financial Services,Financial Services,Insurance,Life Insurance,0.0
CAPLIPOINT,CAPLIN POINT LAB LTD.,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,0.0
CARTRADE,CARTRADE TECH LIMITED,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
CASTROLIND,CASTROL INDIA LIMITED,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,0.0
CCL,CCL PRODUCTS (I) LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,0.0
CDSL,CENTRAL DEPO SER (I) LTD,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,0.0
CEATLTD,CEAT LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,0.0
CEMPRO,CEMINDIA PROJECTS LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
CENTRALBK,CENTRAL BANK OF INDIA,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
CGCL,CAPRI GLOBAL CAPITAL LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CGPOWER,CG POWER AND IND SOL LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1575038360.0
CHALET,CHALET HOTELS LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,0.0
CHENNPETRO,CHENNAI PETROLEUM CORP LT,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
CHOICEIN,CHOICE INTERNATIONAL LTD,Financial Services,Financial Services,Finance,Holding Company,0.0
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,Financial Services,Financial Services,Finance,Investment Company,0.0
CIPLA,CIPLA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
CLEAN,CLEAN SCIENCE & TECH LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
COALINDIA,COAL INDIA LTD,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,0.0
COCHINSHIP,COCHIN SHIPYARD LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,0.0
COFORGE,COFORGE LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
COHANCE,COHANCE LIFESCIENCES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
COLPAL,COLGATE PALMOLIVE LTD.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
CONCOR,CONTAINER CORP OF IND LTD,Services,Services,Transport Services,Logistics Solution Provider,761396040.0
CONCORDBIO,CONCORD BIOTECH LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
COROMANDEL,COROMANDEL INTERNTL. LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,0.0
CPPLUS,ADITYA INFOTECH LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
CREDITACC,CREDITACCESS GRAMEEN LTD,Financial Services,Financial Services,Finance,Microfinance Institutions,0.0
CRISIL,CRISIL LTD,Financial Services,Financial Services,Finance,Other Financial Services,0.0
CROMPTON,CROMPT GREA CON ELEC LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
CUB,CITY UNION BANK LTD,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
CUMMINSIND,CUMMINS INDIA LTD,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
CYIENT,CYIENT LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
DABUR,DABUR INDIA LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
DALBHARAT,DALMIA BHARAT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
DATAPATTNS,DATA PATTERNS INDIA LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
DCMSHRIRAM,DCM SHRIRAM LIMITED,Diversified,Diversified,Diversified,Diversified,0.0
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,0.0
DEEPAKNTR,DEEPAK NITRITE LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
DELHIVERY,DELHIVERY LIMITED,Services,Services,Transport Services,Logistics Solution Provider,747645389.0
DEVYANI,DEVYANI INTERNATIONAL LTD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,0.0
DIVISLAB,DIVI S LABORATORIES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
DIXON,DIXON TECHNO (INDIA) LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,0.0
DLF,DLF LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
DMART,AVENUE SUPERMARTS LIMITED,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,0.0
DOMS,DOMS INDUSTRIES LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,0.0
360ONE,360 ONE WAM LIMITED,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
DRREDDY,DR. REDDY S LABORATORIES,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
ECLERX,ECLERX SERVICES LTD,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),0.0
EICHERMOT,EICHER MOTORS LTD,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,0.0
EIDPARRY,EID PARRY INDIA LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,0.0
EIHOTEL,EIH LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
ELECON,ELECON ENG. CO. LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,224399934.0
ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
EMAMILTD,EMAMI LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
EMCURE,EMCURE PHARMACEUTICALS L,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
ENDURANCE,ENDURANCE TECHNO. LTD.,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
ENRIN,SIEMENS ENERGY INDIA LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,356120497.0
ENGINERSIN,ENGINEERS INDIA LTD,Industrials,Construction,Construction,Civil Construction,0.0
ERIS,ERIS LIFESCIENCES LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
ESCORTS,ESCORTS KUBOTA LIMITED,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors,0.0
ETERNAL,ETERNAL LIMITED,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
EXIDEIND,EXIDE INDUSTRIES LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
FEDERALBNK,FEDERAL BANK LTD,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
FACT,FACT LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,0.0
FINCABLES,FINOLEX CABLES LTD,Industrials,Capital Goods,Industrial Products,Cables - Electricals,0.0
FIRSTCRY,BRAINBEES SOLUTIONS LTD,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
FIVESTAR,FIVE-STAR BUS FIN LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
FORCEMOT,FORCE MOTORS LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,0.0
FORTIS,FORTIS HEALTHCARE LTD,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
FSL,FIRSTSOURCE SOLU. LTD.,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),0.0
GABRIEL,GABRIEL INDIA LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
GAIL,GAIL (INDIA) LTD,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,0.0
GALLANTT,GALLANTT ISPAT LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
GESHIP,THE GE SHPG.LTD,Services,Services,Transport Services,Shipping,142786504.0
GICRE,GENERAL INS CORP OF INDIA,Financial Services,Financial Services,Insurance,General Insurance,0.0
GILLETTE,GILLETTE INDIA LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
GLAND,GLAND PHARMA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
GLAXO,GLAXOSMITHKLINE PHARMA LT,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
GLENMARK,GLENMARK PHARMACEUTICALS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
GMDCLTD,GUJARAT MINERAL DEV CORP,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,0.0
GMRAIRPORT,GMR AIRPORTS LIMITED,Services,Services,Transport Infrastructure,Airport & Airport services,10552500746.0
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,0.0
GODIGIT,GO DIGIT GENERAL INS LTD,Financial Services,Financial Services,Insurance,General Insurance,0.0
GODREJCP,GODREJ CONSUMER PRODUCTS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
GODREJIND,GODREJ INDUSTRIES LTD,Diversified,Diversified,Diversified,Diversified,0.0
GODREJPROP,GODREJ PROPERTIES LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
GRANULES,GRANULES INDIA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
GRAPHITE,GRAPHITE INDIA LTD,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,0.0
GRASIM,GRASIM INDUSTRIES LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
GRAVITA,GRAVITA INDIA LIMITED,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,0.0
GROWW,BILLIONBRAINS GARAGE VN L,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
GRSE,GARDEN REACH SHIP&ENG LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
GSPL,GUJARAT STATE PETRO LTD,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,0.0
HAL,HINDUSTAN AERONAUTICS LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
HAVELLS,HAVELLS INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,0.0
HBLENGINE,HBL ENGINEERING LTD,Industrials,Capital Goods,Industrial Products,Other Industrial Products,0.0
HCLTECH,HCL TECHNOLOGIES LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
HDBFS,HDB FINANCIAL SERVICES L,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
HDFCAMC,HDFC AMC LIMITED,Financial Services,Financial Services,Capital Markets,Asset Management Company,0.0
HDFCBANK,HDFC BANK LTD,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
HDFCLIFE,HDFC LIFE INS CO LTD,Financial Services,Financial Services,Insurance,Life Insurance,0.0
HEG,HEG LTD,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,0.0
HEROMOTOCO,HERO MOTOCORP LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,0.0
HEXT,HEXAWARE TECHNOLOGIES LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
HFCL,HFCL LIMITED,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,0.0
HINDALCO,HINDALCO  INDUSTRIES  LTD,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,0.0
HINDCOPPER,HINDUSTAN COPPER LTD,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,0.0
3MINDIA,3M INDIA LIMITED,Diversified,Diversified,Diversified,Diversified,0.0
HINDPETRO,HINDUSTAN PETROLEUM CORP,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
HINDUNILVR,HINDUSTAN UNILEVER LTD.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,0.0
HINDZINC,HINDUSTAN ZINC LIMITED,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,0.0
HOMEFIRST,HOME FIRST FIN CO IND LTD,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
HONASA,HONASA CONSUMER LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
HONAUT,HONEYWELL AUTOMATION IND,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
HSCL,HIMADRI SPECIALITY CHEM L,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,0.0
HUDCO,HSG & URBAN DEV CORPN LTD,Financial Services,Financial Services,Finance,Financial Institution,0.0
HYUNDAI,HYUNDAI MOTOR INDIA LTD,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,0.0
ICICIAMC,ICICI PRUDENTIAL AMC LTD,Financial Services,Financial Services,Capital Markets,Asset Management Company,0.0
ICICIBANK,ICICI BANK LTD.,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
ICICIGI,ICICI LOMBARD GIC LIMITED,Financial Services,Financial Services,Insurance,General Insurance,0.0
ICICIPRULI,ICICI PRU LIFE INS CO LTD,Financial Services,Financial Services,Insurance,Life Insurance,0.0
IDBI,IDBI BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
IDEA,VODAFONE IDEA LIMITED,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,0.0
IDFCFIRSTB,IDFC FIRST BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
IEX,INDIAN ENERGY EXC LTD,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,0.0
IFCI,IFCI LTD,Financial Services,Financial Services,Finance,Financial Institution,0.0
IGIL,INTERNATIO GEMM INS (I) L,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
IGL,INDRAPRASTHA GAS LTD,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,0.0
IIFL,IIFL FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
IKS,INVENTURUS KNOWLEDGE SO L,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
INDGN,INDEGENE LIMITED,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,0.0
INDHOTEL,THE INDIAN HOTELS CO. LTD,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
INDIACEM,THE INDIA CEMENTS LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
INDIAMART,INDIAMART INTERMESH LTD,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,0.0
INDIANB,INDIAN BANK,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
INDUSINDBK,INDUSIND BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
INDUSTOWER,INDUS TOWERS LIMITED,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,0.0
INFY,INFOSYS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
INOXWIND,INOX WIND LIMITED,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1728237805.0
INTELLECT,INTELLECT DESIGN ARENA,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
IOB,INDIAN OVERSEAS BANK,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
IOC,INDIAN OIL CORP LTD,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
IPCALAB,IPCA LABORATORIES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
IRB,IRB INFRA DEV LTD.,Industrials,Construction,Construction,Civil Construction,0.0
IRCON,IRCON INTERNATIONAL LTD,Industrials,Construction,Construction,Civil Construction,0.0
IRCTC,INDIAN RAIL TOUR CORP LTD,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,0.0
IREDA,INDIAN RENEWABLE ENERGY,Financial Services,Financial Services,Finance,Financial Institution,0.0
IRFC,INDIAN RAILWAY FIN CORP L,Financial Services,Financial Services,Finance,Financial Institution,0.0
